-3.351984999999999687e-02,3.351984999999999687e-02,9.613013000000000474e+00,7.902658960467500000e+13
-3.591412299999999919e-02,3.351984999999999687e-02,9.620195999999999970e+00,7.902659154167500000e+13
-3.591412299999999919e-02,3.351984999999999687e-02,9.620195999999999970e+00,7.902659351217500000e+13
-4.070267000000000329e-02,3.351984999999999687e-02,9.627378999999999465e+00,7.902659549217500000e+13
-4.549122199999999783e-02,3.351984999999999687e-02,9.636955999999999634e+00,7.902659747742500000e+13
-4.309694499999999762e-02,3.112557200000000066e-02,9.636955999999999634e+00,7.902659946602500000e+13
-4.788549599999999962e-02,2.873129799999999887e-02,9.639350000000000307e+00,7.902660145669100000e+13
-5.267404800000000109e-02,2.873129799999999887e-02,9.641745000000000232e+00,7.902660344897600000e+13
-5.267404800000000109e-02,3.112557200000000066e-02,9.641745000000000232e+00,7.902660544235100000e+13
-5.267404800000000109e-02,3.351984999999999687e-02,9.641745000000000232e+00,7.902660743657300000e+13
-5.267404800000000109e-02,3.591412299999999919e-02,9.641745000000000232e+00,7.902660943157300000e+13
-5.027977000000000141e-02,3.591412299999999919e-02,9.629773000000000138e+00,7.902661143111800000e+13
-5.027977000000000141e-02,3.591412299999999919e-02,9.634562000000000737e+00,7.902661342711800000e+13
-4.788549599999999962e-02,3.591412299999999919e-02,9.627378999999999465e+00,7.902661542357900000e+13
-3.830839700000000098e-02,3.351984999999999687e-02,9.627378999999999465e+00,7.902661742036400000e+13
-3.830839700000000098e-02,3.351984999999999687e-02,9.627378999999999465e+00,7.902661941743000000e+13
-3.830839700000000098e-02,2.633702400000000055e-02,9.627378999999999465e+00,7.902662141480500000e+13
-3.830839700000000098e-02,2.633702400000000055e-02,9.629773000000000138e+00,7.902662341239300000e+13
-4.788549599999999962e-02,2.873129799999999887e-02,9.634562000000000737e+00,7.902662541017000000e+13
-4.788549599999999962e-02,2.873129799999999887e-02,9.634562000000000737e+00,7.902662740817000000e+13
-4.788549599999999962e-02,2.873129799999999887e-02,9.636955999999999634e+00,7.902662940632000000e+13
-4.788549599999999962e-02,2.873129799999999887e-02,9.636955999999999634e+00,7.902663140460500000e+13
-4.788549599999999962e-02,2.873129799999999887e-02,9.639350000000000307e+00,7.902663340305900000e+13
-4.549122199999999783e-02,3.112557200000000066e-02,9.641745000000000232e+00,7.902663540162400000e+13
-4.549122199999999783e-02,3.112557200000000066e-02,9.641745000000000232e+00,7.902663740029000000e+13
-4.309694499999999762e-02,3.351984999999999687e-02,9.641745000000000232e+00,7.902663939909000000e+13
-4.309694499999999762e-02,3.351984999999999687e-02,9.639350000000000307e+00,7.902664139797400000e+13
-4.070267000000000329e-02,3.351984999999999687e-02,9.636955999999999634e+00,7.902664339693600000e+13
-4.070267000000000329e-02,3.112557200000000066e-02,9.632168000000000063e+00,7.902664539600700000e+13
-3.351984999999999687e-02,2.633702400000000055e-02,9.632168000000000063e+00,7.902664739514400000e+13
-3.351984999999999687e-02,2.394274799999999981e-02,9.632168000000000063e+00,7.902664939434400000e+13
-3.351984999999999687e-02,2.633702400000000055e-02,9.632168000000000063e+00,7.902665139571000000e+13
-3.112557200000000066e-02,2.633702400000000055e-02,9.632168000000000063e+00,7.902665339771000000e+13
-3.112557200000000066e-02,2.633702400000000055e-02,9.632168000000000063e+00,7.902665539904300000e+13
-3.112557200000000066e-02,2.873129799999999887e-02,9.632168000000000063e+00,7.902665740040900000e+13
-2.154847199999999907e-02,3.830839700000000098e-02,9.624985000000000568e+00,7.902665940174200000e+13
-2.154847199999999907e-02,3.830839700000000098e-02,9.624985000000000568e+00,7.902666140307500000e+13
-2.154847199999999907e-02,3.830839700000000098e-02,9.624985000000000568e+00,7.902666340440800000e+13
-2.154847199999999907e-02,4.309694499999999762e-02,9.624985000000000568e+00,7.902666540574100000e+13
-3.591412299999999919e-02,3.830839700000000098e-02,9.624985000000000568e+00,7.902666740714100000e+13
-3.830839700000000098e-02,3.830839700000000098e-02,9.624985000000000568e+00,7.902666940847400000e+13
-3.830839700000000098e-02,3.591412299999999919e-02,9.624985000000000568e+00,7.902667140834000000e+13
-3.830839700000000098e-02,3.351984999999999687e-02,9.629773000000000138e+00,7.902667340974000000e+13
-3.830839700000000098e-02,3.351984999999999687e-02,9.634562000000000737e+00,7.902667541107300000e+13
-3.830839700000000098e-02,3.351984999999999687e-02,9.634562000000000737e+00,7.902667741247300000e+13
-4.309694499999999762e-02,2.873129799999999887e-02,9.636955999999999634e+00,7.902667941387300000e+13
-5.506831999999999699e-02,3.351984999999999687e-02,9.636955999999999634e+00,7.902668141527300000e+13
-5.506831999999999699e-02,3.351984999999999687e-02,9.636955999999999634e+00,7.902668341660600000e+13
-4.309694499999999762e-02,3.351984999999999687e-02,9.636955999999999634e+00,7.902668541800600000e+13
-3.830839700000000098e-02,2.873129799999999887e-02,9.636955999999999634e+00,7.902668741940600000e+13
